Calories,Calories from Fat,Total Fat (g),Sodium (g),Potassium (g),Total Carbohydrate (g),Dietary Fiber (g),Sugars (g),Protein (g),Vitamin A (%DV),Vitamin C (%DV),Calcium (%DV),Iron (%DV),Saturated Fat (g),Cholesterol (mg),pc1,pc2,Food,Type,Calories_orig,Calories from Fat_orig,Total Fat (g)_orig,Sodium (g)_orig,Potassium (g)_orig,Total Carbohydrate (g)_orig,Dietary Fiber (g)_orig,Sugars (g)_orig,Protein (g)_orig,Vitamin A (%DV)_orig,Vitamin C (%DV)_orig,Calcium (%DV)_orig,Iron (%DV)_orig,Saturated Fat (g)_orig,Cholesterol (mg)_orig
-1.21255461888004,-0.5376760361637393,-0.5623389603857839,-0.6535564845527396,-0.45715374236419665,-0.469385822584718,0.48882371673784436,-0.45070863566848923,-0.6128147332233855,-0.053980433358632084,-0.3164228987048659,-0.30721942541287,-0.2740265729170428,-0.3600411499115478,-0.6314966801351254,-1.401230072734368,-0.6652251482984288,Asparagus,Vegetables,20,0,0.0,0,230,4,2,2,2,10,15,2,2,0,0
-1.097163305694888,-0.5376760361637393,-0.5623389603857839,-0.16364010289108533,-0.5407710685537498,-0.24742818554853357,0.48882371673784436,-0.14352174431901613,-0.7211674831556363,-0.2576591819076975,2.969388816931752,-0.30721942541287,0.021825125276578622,-0.3600411499115478,-0.6314966801351254,-1.9222774641584606,-0.6633723125980905,Bell Pepper,Vegetables,25,0,0.0,40,220,6,2,4,1,4,190,2,4,0,0
-0.63559805295428,-0.5376760361637393,-0.30442409885546196,0.3262762787705689,1.4660447599955269,-0.025470548512349114,1.234279884763057,-0.45070863566848923,-0.3961092333588839,-0.1897662657246757,3.532670825326601,1.3964519336948638,0.31767682347020004,-0.3600411499115478,-0.6314966801351254,-1.1716691989697834,-0.8190373459102293,Broccoli,Vegetables,45,0,0.5,80,460,8,3,2,4,6,220,6,6,0,0
-0.981771992509736,-0.5376760361637393,-0.5623389603857839,0.08131808793974181,-0.28991908998509025,-0.13644936703044133,0.48882371673784436,0.010071701355720442,-0.7211674831556363,3.340665375792458,-0.4103032334373407,-0.30721942541287,-0.2740265729170428,-0.3600411499115478,-0.6314966801351254,-1.6601572576723411,-0.7919170029615513,Carrot,Vegetables,30,0,0.0,60,250,7,2,5,1,110,10,2,2,0,0
-1.097163305694888,-0.5376760361637393,-0.5623389603857839,-0.2861191983064989,-0.12268443760598388,-0.3584070040666258,0.48882371673784436,-0.45070863566848923,-0.6128147332233855,-0.3934450142737411,1.2795427917472058,-0.30721942541287,-0.2740265729170428,-0.3600411499115478,-0.6314966801351254,-1.4847627741030167,-0.6460206244167223,Cauliflower,Vegetables,25,0,0.0,30,270,5,2,2,2,0,100,2,2,0,0
-1.327945932065192,-0.5376760361637393,-0.5623389603857839,0.7549531127245164,-0.20630176379553708,-0.469385822584718,0.48882371673784436,-0.45070863566848923,-0.829520233087887,-0.053980433358632084,-0.3164228987048659,0.5446162541409969,-0.2740265729170428,-0.3600411499115478,-0.6314966801351254,-1.015427806350405,-1.4217751162196466,Celery,Vegetables,15,0,0.0,115,260,4,2,2,0,10,15,4,2,0,0
-1.4433372452503441,-0.5376760361637393,-0.5623389603857839,-0.6535564845527396,-1.2097096780701753,-0.6913434596209025,-0.2566324512873682,-0.6043020813432258,-0.7211674831556363,-0.2576591819076975,-0.4103032334373407,-0.30721942541287,-0.2740265729170428,-0.3600411499115478,-0.6314966801351254,-1.278654230331075,-1.069120036921299,Cucumber,Vegetables,10,0,0.0,0,140,2,1,1,1,4,10,2,2,0,0
-1.21255461888004,-0.5376760361637393,-0.5623389603857839,-0.6535564845527396,-0.7080057209328562,-0.3584070040666258,1.234279884763057,-0.45070863566848923,-0.7211674831556363,-0.2576591819076975,-0.4103032334373407,0.5446162541409969,-0.2740265729170428,-0.3600411499115478,-0.6314966801351254,-1.6057669637851666,-0.7675178535817612,Green (Snap) Beans,Vegetables,20,0,0.0,0,200,5,3,2,1,4,10,4,2,0,0
-1.097163305694888,-0.5376760361637393,-0.5623389603857839,-0.4085982937219125,-0.7916230471224094,-0.3584070040666258,0.48882371673784436,-0.2971151899937527,-0.7211674831556363,-0.3934450142737411,0.716260783352357,0.5446162541409969,-0.2740265729170428,-0.3600411499115478,-0.6314966801351254,-1.51640508210037,-0.8953528639914103,Green Cabbage,Vegetables,25,0,0.0,20,190,5,2,3,1,0,70,4,2,0,0
-1.4433372452503441,-0.5376760361637393,-0.5623389603857839,-0.531077389137326,-1.7950309613970477,-0.6913434596209025,-0.2566324512873682,-0.6043020813432258,-0.829520233087887,-0.3255520980907193,-0.4478553673303306,-0.30721942541287,-0.2740265729170428,-0.3600411499115478,-0.6314966801351254,-1.3792941983171734,-1.177245530532835,Green Onion,Vegetables,10,0,0.0,10,70,2,1,1,0,2,8,2,2,0,0
-1.4433372452503441,-0.5376760361637393,-0.5623389603857839,-0.531077389137326,-1.3351356673545052,-0.6913434596209025,-0.2566324512873682,-0.45070863566848923,-0.7211674831556363,-0.1897662657246757,-0.48540750122332055,-0.30721942541287,-0.2740265729170428,-0.3600411499115478,-0.6314966801351254,-1.3033200038177344,-1.0866686644565022,Iceberg Lettuce,Vegetables,10,0,0.0,10,125,2,1,2,1,6,6,2,2,0,0
-1.327945932065192,-0.5376760361637393,-0.5623389603857839,-0.2248796505987921,-0.9588576995015158,-0.6913434596209025,-0.2566324512873682,-0.6043020813432258,-0.7211674831556363,4.019594537622676,-0.48540750122332055,-0.30721942541287,0.021825125276578622,-0.3600411499115478,-0.6314966801351254,-1.4209620092783142,-1.4742594628568981,Leaf Lettuce,Vegetables,15,0,0.0,35,170,2,1,1,1,130,6,2,4,0,0
-1.21255461888004,-0.5376760361637393,-0.5623389603857839,-0.46983784142961926,0.1281675409626757,-0.5803646411028103,-0.2566324512873682,-0.7578955270179624,-0.5044619832911347,-0.3934450142737411,-0.5605117690093003,-1.159055104966737,-0.2740265729170428,-0.3600411499115478,-0.6314966801351254,-0.9073086497215682,-0.6499043098224309,Mushrooms,Vegetables,20,0,0.0,15,300,3,1,0,3,0,2,0,2,0,0
-0.63559805295428,-0.5376760361637393,-0.5623389603857839,-0.5923169368450328,-0.7916230471224094,0.30746590704192756,1.234279884763057,0.6244454840546667,-0.7211674831556363,-0.3934450142737411,-0.22254256397239108,0.5446162541409969,0.021825125276578622,-0.3600411499115478,-0.6314966801351254,-1.8654781707517387,-0.12812115910849523,Onion,Vegetables,45,0,0.0,5,190,11,3,9,1,0,20,4,4,0,0
0.8644890184526963,-0.5376760361637393,-0.5623389603857839,-0.6535564845527396,2.803921979028378,1.972148184813311,0.48882371673784436,-0.6043020813432258,-0.5044619832911347,-0.3934450142737411,0.24685910968998293,-0.30721942541287,0.31767682347020004,-0.3600411499115478,-0.6314966801351254,-0.7728137657781352,1.0353999136181904,Potato,Vegetables,110,0,0.0,0,620,26,2,1,3,0,45,2,6,0,0
-1.4433372452503441,-0.5376760361637393,-0.5623389603857839,0.020078540232035022,-0.7916230471224094,-0.5803646411028103,-0.2566324512873682,-0.45070863566848923,-0.829520233087887,-0.3934450142737411,-0.034781894507441485,-0.30721942541287,-0.2740265729170428,-0.3600411499115478,-0.6314966801351254,-1.195403595514868,-1.161143383808221,Radishes,Vegetables,10,0,0.0,55,190,3,1,2,0,0,30,2,2,0,0
-1.21255461888004,-0.5376760361637393,-0.5623389603857839,-0.6535564845527396,-0.20630176379553708,-0.469385822584718,0.48882371673784436,-0.45070863566848923,-0.7211674831556363,-0.1897662657246757,-0.034781894507441485,-0.30721942541287,-0.2740265729170428,-0.3600411499115478,-0.6314966801351254,-1.4315176108715444,-0.6191919933863227,Summer Squash,Vegetables,20,0,0.0,0,260,4,2,2,1,6,30,2,2,0,0
0.40292376571208827,0.6131393394849659,0.7272353472658258,-0.6535564845527396,-0.28991908998509025,1.0843176366685732,0.48882371673784436,0.010071701355720442,-0.3961092333588839,-0.3255520980907193,-0.4103032334373407,-1.159055104966737,-0.2740265729170428,-0.3600411499115478,-0.6314966801351254,-0.6538238574659415,1.614772600053863,Sweet Corn,Vegetables,90,20,2.5,0,250,18,2,5,4,2,10,0,2,0,0
0.6337063920823923,-0.5376760361637393,-0.5623389603857839,0.20379718335515537,1.2988101076164205,1.6392117292590342,1.9797360527882693,0.3172585927051936,-0.6128147332233855,3.680129956707567,-0.034781894507441485,0.5446162541409969,0.021825125276578622,-0.3600411499115478,-0.6314966801351254,-1.8027299205275118,0.4708767863750938,Sweet Potato,Vegetables,100,0,0.0,70,440,23,4,7,2,120,30,4,4,0,0
